ProductRelease,RecordType,KB,BuildNumber,Component,ReleaseLabel,ReleaseDate,DatePrecision,BuildScope,Source,SourcePriority,SourceUrl,KBUrl,RetrievedOn
SE,KB,KB5002908,16.0.20326.20136,SharePoint Server Subscription Edition,8-Sep-26,2026-09-08,day,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002908,2026-09-24
SE,KB,KB5002893,16.0.19725.20522,SharePoint Server Subscription Edition,11-Aug-26,2026-08-11,day,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002893,2026-09-24
SE,KB,KB5002882,16.0.19725.20434,SharePoint Server Subscription Edition,14-Jul-26,2026-07-14,day,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002882,2026-09-24
SE,KB,KB5002873,16.0.19725.20384,SharePoint Server Subscription Edition,9-Jun-26,2026-06-09,day,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002873,2026-09-24
SE,KB,KB5002863,16.0.19725.20280,SharePoint Server Subscription Edition,12-May-26,2026-05-12,day,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002863,2026-09-24
SE,KB,KB5002853,16.0.19725.20210,SharePoint Server Subscription Edition,14-Apr-26,2026-04-14,day,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002853,2026-09-24
SE,KB,KB5002843,16.0.19725.20076,SharePoint Server Subscription Edition,10-Mar-26,2026-03-10,day,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002843,2026-09-24
SE,KB,KB5002833,16.0.19127.20518,SharePoint Server Subscription Edition,10-Feb-26,2026-02-10,day,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002833,2026-09-24
SE,KB,KB5002822,16.0.19127.20442,SharePoint Server Subscription Edition,13-Jan-26,2026-01-13,day,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002822,2026-09-24
SE,KB,KB5002815,16.0.19127.20378,SharePoint Server Subscription Edition,9-Dec-25,2025-12-09,day,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002815,2026-09-24
SE,KB,KB5002800,16.0.19127.20338,SharePoint Server Subscription Edition,11-Nov-25,2025-11-11,day,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002800,2026-09-24
SE,KB,KB5002786,16.0.19127.20262,SharePoint Server Subscription Edition,14-Oct-25,2025-10-14,day,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002786,2026-09-24
SE,KB,KB5002784,16.0.19127.20100,SharePoint Server Subscription Edition,9-Sep-25,2025-09-09,day,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002784,2026-09-24
SE,KB,KB5002773,16.0.18526.20518,SharePoint Server Subscription Edition,12-Aug-25,2025-08-12,day,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002773,2026-09-24
SE,KB,KB5002768,16.0.18526.20508,SharePoint Server Subscription Edition,21-Jul-25,2025-07-21,day,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002768,2026-09-24
SE,KB,KB5002751,16.0.18526.20424,SharePoint Server Subscription Edition,8-Jul-25,2025-07-08,day,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002751,2026-09-24
SE,KB,KB5002736,16.0.18526.20396,SharePoint Server Subscription Edition,25-Jun,2025-06-01,month,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002736,2026-09-24
SE,KB,KB5002709,16.0.18526.20286,SharePoint Server Subscription Edition,25-May,2025-05-01,month,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002709,2026-09-24
SE,KB,KB5002705,16.0.18526.20172,SharePoint Server Subscription Edition,25-Apr,2025-04-01,month,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002705,2026-09-24
SE,KB,KB5002698,16.0.18526.20080,SharePoint Server Subscription Edition,25-Mar,2025-03-01,month,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002698,2026-09-24
SE,KB,KB5002681,16.0.17928.20396,SharePoint Server Subscription Edition,25-Feb,2025-02-01,month,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002681,2026-09-24
SE,KB,KB5002676,16.0.17928.20356,SharePoint Server Subscription Edition,25-Jan,2025-01-01,month,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002676,2026-09-24
SE,KB,KB5002658,16.0.17928.20290,SharePoint Server Subscription Edition,24-Dec,2024-12-01,month,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002658,2026-09-24
SE,KB,KB5002651,16.0.17928.20238,SharePoint Server Subscription Edition,24-Nov,2024-11-01,month,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002651,2026-09-24
SE,KB,KB5002649,16.0.17928.20162,SharePoint Server Subscription Edition,24-Oct,2024-10-01,month,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002649,2026-09-24
SE,KB,KB5002640,16.0.17928.20086,SharePoint Server Subscription Edition,24-Sep,2024-09-01,month,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002640,2026-09-24
SE,KB,KB5002629,16.0.17328.20510,SharePoint Server Subscription Edition,24-Aug,2024-08-01,month,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002629,2026-09-24
SE,KB,KB5002606,16.0.17328.20424,SharePoint Server Subscription Edition,24-Jul,2024-07-01,month,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002606,2026-09-24
SE,KB,KB5002603,16.0.17328.20362,SharePoint Server Subscription Edition,24-Jun,2024-06-01,month,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002603,2026-09-24
SE,KB,KB5002599,16.0.17328.20292,SharePoint Server Subscription Edition,24-May,2024-05-01,month,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002599,2026-09-24
SE,KB,KB5002581,16.0.17328.20246,SharePoint Server Subscription Edition,24-Apr,2024-04-01,month,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002581,2026-09-24
SE,KB,KB5002564,16.0.17328.20136,SharePoint Server Subscription Edition,24-Mar,2024-03-01,month,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002564,2026-09-24
SE,KB,KB5002560,16.0.16731.20526,SharePoint Server Subscription Edition,24-Feb,2024-02-01,month,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002560,2026-09-24
SE,KB,KB5002540,16.0.16731.20462,SharePoint Server Subscription Edition,24-Jan,2024-01-01,month,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002540,2026-09-24
SE,KB,KB5002533,16.0.16731.20402,SharePoint Server Subscription Edition,23-Dec,2023-12-01,month,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002533,2026-09-24
SE,KB,KB5002527,16.0.16731.20350,SharePoint Server Subscription Edition,23-Nov,2023-11-01,month,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002527,2026-09-24
SE,KB,KB5002506,16.0.16731.20252,SharePoint Server Subscription Edition,23-Oct,2023-10-01,month,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002506,2026-09-24
SE,KB,KB5002474,16.0.16731.20180,SharePoint Server Subscription Edition,23-Sep,2023-09-01,month,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002474,2026-09-24
SE,KB,KB5002437,16.0.16130.20684,SharePoint Server Subscription Edition,23-Aug,2023-08-01,month,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002437,2026-09-24
SE,KB,KB5002424,16.0.16130.20642,SharePoint Server Subscription Edition,23-Jul,2023-07-01,month,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002424,2026-09-24
SE,KB,KB5002416,16.0.16130.20548,SharePoint Server Subscription Edition,23-Jun,2023-06-01,month,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002416,2026-09-24
SE,KB,KB5002390,16.0.16130.20420,SharePoint Server Subscription Edition,23-May,2023-05-01,month,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002390,2026-09-24
SE,KB,KB5002375,16.0.16130.20314,SharePoint Server Subscription Edition,23-Apr,2023-04-01,month,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002375,2026-09-24
SE,KB,KB5002355,16.0.16130.20206,SharePoint Server Subscription Edition,23-Mar,2023-03-01,month,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002355,2026-09-24
SE,KB,KB5002352,16.0.15601.20478,SharePoint Server Subscription Edition MUI/language patch,23-Feb,2023-02-01,month,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002352,2026-09-24
SE,KB,KB5002353,16.0.15601.20478,SharePoint Server Subscription Edition,23-Feb,2023-02-01,month,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002353,2026-09-24
SE,KB,KB5002326,16.0.15601.20418,SharePoint Server Subscription Edition MUI/language patch,23-Jan,2023-01-01,month,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002326,2026-09-24
SE,KB,KB5002331,16.0.15601.20418,SharePoint Server Subscription Edition,23-Jan,2023-01-01,month,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002331,2026-09-24
SE,KB,KB5002327,16.0.15601.20316,SharePoint Server Subscription Edition,22-Dec,2022-12-01,month,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002327,2026-09-24
SE,KB,KB5002291,16.0.15601.20238,SharePoint Server Subscription Edition MUI/language patch,22-Nov,2022-11-01,month,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002291,2026-09-24
SE,KB,KB5002296,16.0.15601.20238,SharePoint Server Subscription Edition,22-Nov,2022-11-01,month,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002296,2026-09-24
SE,KB,KB5002290,16.0.15601.20158,SharePoint Server Subscription Edition,22-Oct,2022-10-01,month,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002290,2026-09-24
SE,KB,KB5002270,16.0.15601.20052,SharePoint Server Subscription Edition MUI/language patch,22-Sep,2022-09-01,month,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002270,2026-09-24
SE,KB,KB5002271,16.0.15601.20052,SharePoint Server Subscription Edition,22-Sep,2022-09-01,month,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002271,2026-09-24
SE,KB,KB5002233,16.0.14931.20612,SharePoint Server Subscription Edition MUI/language patch,22-Aug,2022-08-01,month,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002233,2026-09-24
SE,KB,KB5002247,16.0.14931.20612,SharePoint Server Subscription Edition,22-Aug,2022-08-01,month,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002247,2026-09-24
SE,KB,KB5002234,16.0.14931.20502,SharePoint Server Subscription Edition,22-Jul,2022-07-01,month,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002234,2026-09-24
SE,KB,KB5002224,16.0.14931.20418,SharePoint Server Subscription Edition,22-Jun,2022-06-01,month,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002224,2026-09-24
SE,KB,KB5002225,16.0.14931.20418,SharePoint Server Subscription Edition MUI/language patch,22-Jun,2022-06-01,month,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002225,2026-09-24
SE,KB,KB5002144,16.0.14931.20286,SharePoint Server Subscription Edition MUI/language patch,22-May,2022-05-01,month,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002144,2026-09-24
SE,KB,KB5002194,16.0.14931.20286,SharePoint Server Subscription Edition,22-May,2022-05-01,month,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002194,2026-09-24
SE,KB,KB5002191,16.0.14931.20196,SharePoint Server Subscription Edition,22-Apr,2022-04-01,month,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002191,2026-09-24
SE,KB,KB5002165,16.0.14326.20796,SharePoint Server Subscription Edition,22-Mar,2022-03-01,month,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002165,2026-09-24
SE,KB,KB5002145,16.0.14326.20742,SharePoint Server Subscription Edition,22-Feb,2022-02-01,month,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002145,2026-09-24
SE,KB,KB5002110,16.0.14326.20714,SharePoint Server Subscription Edition MUI/language patch,22-Jan,2022-01-01,month,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002110,2026-09-24
SE,KB,KB5002111,16.0.14326.20714,SharePoint Server Subscription Edition,22-Jan,2022-01-01,month,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002111,2026-09-24
SE,KB,KB5002045,16.0.14326.20620,SharePoint Server Subscription Edition,21-Dec,2021-12-01,month,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002045,2026-09-24
SE,KB,KB5002047,16.0.14326.20620,SharePoint Server Subscription Edition MUI/language patch,21-Dec,2021-12-01,month,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002047,2026-09-24
2019,KB,KB5002894,16.0.10417.20198,SharePoint Server 2019,11-Aug-26,2026-08-11,day,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002894,2026-09-24
2019,KB,KB5002896,16.0.10417.20198,SharePoint Server 2019 MUI/language patch,11-Aug-26,2026-08-11,day,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002896,2026-09-24
2019,KB,KB5002883,16.0.10417.20175,SharePoint Server 2019,14-Jul-26,2026-07-14,day,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002883,2026-09-24
2019,KB,KB5002885,16.0.10417.20175,SharePoint Server 2019 MUI/language patch,14-Jul-26,2026-07-14,day,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002885,2026-09-24
2019,KB,KB5002874,16.0.10417.20153,SharePoint Server 2019,9-Jun-26,2026-06-09,day,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002874,2026-09-24
2019,KB,KB5002876,16.0.10417.20153,SharePoint Server 2019 MUI/language patch,9-Jun-26,2026-06-09,day,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002876,2026-09-24
2019,KB,KB5002870,16.0.10417.20128,SharePoint Server 2019,12-May-26,2026-05-12,day,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002870,2026-09-24
2019,KB,KB5002872,16.0.10417.20128,SharePoint Server 2019 MUI/language patch,12-May-26,2026-05-12,day,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002872,2026-09-24
2019,KB,KB5002854,16.0.10417.20114,SharePoint Server 2019,14-Apr-26,2026-04-14,day,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002854,2026-09-24
2019,KB,KB5002856,16.0.10417.20114,SharePoint Server 2019 MUI/language patch,14-Apr-26,2026-04-14,day,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002856,2026-09-24
2019,KB,KB5002845,16.0.10417.20102,SharePoint Server 2019,10-Mar-26,2026-03-10,day,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002845,2026-09-24
2019,KB,KB5002847,16.0.10417.20102,SharePoint Server 2019 MUI/language patch,10-Mar-26,2026-03-10,day,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002847,2026-09-24
2019,KB,KB5002834,16.0.10417.20097,SharePoint Server 2019,10-Feb-26,2026-02-10,day,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002834,2026-09-24
2019,KB,KB5002836,16.0.10417.20097,SharePoint Server 2019 MUI/language patch,10-Feb-26,2026-02-10,day,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002836,2026-09-24
2019,KB,KB5002823,16.0.10417.20083,SharePoint Server 2019 MUI/language patch,13-Jan-26,2026-01-13,day,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002823,2026-09-24
2019,KB,KB5002825,16.0.10417.20083,SharePoint Server 2019,13-Jan-26,2026-01-13,day,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002825,2026-09-24
2019,KB,KB5002802,16.0.10417.20075,SharePoint Server 2019 MUI/language patch,9-Dec-25,2025-12-09,day,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002802,2026-09-24
2019,KB,KB5002816,16.0.10417.20075,SharePoint Server 2019,9-Dec-25,2025-12-09,day,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002816,2026-09-24
2019,KB,KB5002803,16.0.10417.20068,SharePoint Server 2019,11-Nov-25,2025-11-11,day,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002803,2026-09-24
2019,KB,KB5002796,16.0.10417.20059,SharePoint Server 2019,14-Oct-25,2025-10-14,day,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002796,2026-09-24
2019,KB,KB5002798,16.0.10417.20059,SharePoint Server 2019 MUI/language patch,14-Oct-25,2025-10-14,day,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002798,2026-09-24
2019,KB,KB5002774,16.0.10417.20047,SharePoint Server 2019 MUI/language patch,9-Sep-25,2025-09-09,day,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002774,2026-09-24
2019,KB,KB5002775,16.0.10417.20047,SharePoint Server 2019,9-Sep-25,2025-09-09,day,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002775,2026-09-24
2019,KB,KB5002769,16.0.10417.20041,SharePoint Server 2019,12-Aug-25,2025-08-12,day,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002769,2026-09-24
2019,KB,KB5002770,16.0.10417.20041,SharePoint Server 2019 MUI/language patch,12-Aug-25,2025-08-12,day,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002770,2026-09-24
2019,KB,KB5002753,16.0.10417.20037,SharePoint Server 2019 MUI/language patch,21-Jul-25,2025-07-21,day,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002753,2026-09-24
2019,KB,KB5002754,16.0.10417.20037,SharePoint Server 2019,21-Jul-25,2025-07-21,day,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002754,2026-09-24
2019,KB,KB5002739,16.0.10417.20027,SharePoint Server 2019 MUI/language patch,8-Jul-25,2025-07-08,day,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002739,2026-09-24
2019,KB,KB5002741,16.0.10417.20027,SharePoint Server 2019,8-Jul-25,2025-07-08,day,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002741,2026-09-24
2019,KB,KB5002727,16.0.10417.20018,SharePoint Server 2019 MUI/language patch,25-Jun,2025-06-01,month,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002727,2026-09-24
2019,KB,KB5002729,16.0.10417.20018,SharePoint Server 2019,25-Jun,2025-06-01,month,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002729,2026-09-24
2019,KB,KB5002706,16.0.10417.20010,SharePoint Server 2019 MUI/language patch,25-May,2025-05-01,month,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002706,2026-09-24
2019,KB,KB5002708,16.0.10417.20010,SharePoint Server 2019,25-May,2025-05-01,month,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002708,2026-09-24
2019,KB,KB5002680,16.0.10417.20003,SharePoint Server 2019 MUI/language patch,25-Apr,2025-04-01,month,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002680,2026-09-24
2019,KB,KB5002691,16.0.10417.20003,SharePoint Server 2019,25-Apr,2025-04-01,month,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002691,2026-09-24
2019,KB,KB5002678,16.0.10416.20050,SharePoint Server 2019,25-Feb,2025-02-01,month,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002678,2026-09-24
2019,KB,KB5002666,16.0.10416.20041,SharePoint Server 2019,25-Jan,2025-01-01,month,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002666,2026-09-24
2019,KB,KB5002667,16.0.10416.20041,SharePoint Server 2019 MUI/language patch,25-Jan,2025-01-01,month,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002667,2026-09-24
2019,KB,KB5002657,16.0.10416.20026,SharePoint Server 2019,24-Dec,2024-12-01,month,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002657,2026-09-24
2019,KB,KB5002664,16.0.10416.20026,SharePoint Server 2019 MUI/language patch,24-Dec,2024-12-01,month,SharedReleaseRow,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002664,2026-09-24
2019,KB,KB5002650,16.0.10416.20000,SharePoint Server 2019,24-Nov,2024-11-01,month,PackageEntry,Microsoft Learn,1,https://learn.microsoft.com/en-us/officeupdates/sharepoint-updates,https://support.microsoft.com/help/5002650,2026-09-24
